Id,Estado,porc_pob_afiliada_seguro_popular_2008,porc_pob_afiliada_seguro_popular_2009,porc_pob_afiliada_seguro_popular_2010,porc_pob_afiliada_seguro_popular_2011,porc_pob_afiliada_seguro_popular_2012,porc_pob_afiliada_seguro_popular_2013,porc_pob_afiliada_seguro_popular_2014,porc_pob_afiliada_seguro_popular_2015,porc_pob_afiliada_seguro_popular_2016,porc_pob_afiliada_seguro_popular_2017,porc_pob_afiliada_seguro_popular_2018,miles_perso_afiliadas_seguro_popular_2008,miles_perso_afiliadas_seguro_popular_2009,miles_perso_afiliadas_seguro_popular_2010,miles_perso_afiliadas_seguro_popular_2011,miles_perso_afiliadas_seguro_popular_2012,miles_perso_afiliadas_seguro_popular_2013,miles_perso_afiliadas_seguro_popular_2014,miles_perso_afiliadas_seguro_popular_2015,miles_perso_afiliadas_seguro_popular_2016,miles_perso_afiliadas_seguro_popular_2017,miles_perso_afiliadas_seguro_popular_2018,porc_pob_afiliada_imss_2008,porc_pob_afiliada_imss_2009,porc_pob_afiliada_imss_2010,porc_pob_afiliada_imss_2011,porc_pob_afiliada_imss_2012,porc_pob_afiliada_imss_2013,porc_pob_afiliada_imss_2014,porc_pob_afiliada_imss_2015,porc_pob_afiliada_imss_2016,porc_pob_afiliada_imss_2017,porc_pob_afiliada_imss_2018,miles_perso_afilidas_imss_2008,miles_perso_afilidas_imss_2009,miles_perso_afilidas_imss_2010,miles_perso_afilidas_imss_2011,miles_perso_afilidas_imss_2012,miles_perso_afilidas_imss_2013,miles_perso_afilidas_imss_2014,miles_perso_afilidas_imss_2015,miles_perso_afilidas_imss_2016,miles_perso_afilidas_imss_2017,miles_perso_afilidas_imss_2018,porc_pob_afiliada_issste_2008,porc_pob_afiliada_issste_2009,porc_pob_afiliada_issste_2010,porc_pob_afiliada_issste_2011,porc_pob_afiliada_issste_2012,porc_pob_afiliada_issste_2013,porc_pob_afiliada_issste_2014,porc_pob_afiliada_issste_2015,porc_pob_afiliada_issste_2016,porc_pob_afiliada_issste_2017,porc_pob_afiliada_issste_2018,miles_perso_afilidas_issste_2008,miles_perso_afilidas_issste_2009,miles_perso_afilidas_issste_2010,miles_perso_afilidas_issste_2011,miles_perso_afilidas_issste_2012,miles_perso_afilidas_issste_2013,miles_perso_afilidas_issste_2014,miles_perso_afilidas_issste_2015,miles_perso_afilidas_issste_2016,miles_perso_afilidas_issste_2017,miles_perso_afilidas_issste_2018,porc_pob_afiliada_issste_estatal_2008,porc_pob_afiliada_issste_estatal_2009,porc_pob_afiliada_issste_estatal_2010,porc_pob_afiliada_issste_estatal_2011,porc_pob_afiliada_issste_estatal_2012,porc_pob_afiliada_issste_estatal_2013,porc_pob_afiliada_issste_estatal_2014,porc_pob_afiliada_issste_estatal_2015,porc_pob_afiliada_issste_estatal_2016,porc_pob_afiliada_issste_estatal_2017,porc_pob_afiliada_issste_estatal_2018,miles_perso_afilidas_issste_estatal_2008,miles_perso_afilidas_issste_estatal_2009,miles_perso_afilidas_issste_estatal_2010,miles_perso_afilidas_issste_estatal_2011,miles_perso_afilidas_issste_estatal_2012,miles_perso_afilidas_issste_estatal_2013,miles_perso_afilidas_issste_estatal_2014,miles_perso_afilidas_issste_estatal_2015,miles_perso_afilidas_issste_estatal_2016,miles_perso_afilidas_issste_estatal_2017,miles_perso_afilidas_issste_estatal_2018,porc_pob_afiliada_pemex_defensa_o_marina_2008,porc_pob_afiliada_pemex_defensa_o_marina_2009,porc_pob_afiliada_pemex_defensa_o_marina_2010,porc_pob_afiliada_pemex_defensa_o_marina_2011,porc_pob_afiliada_pemex_defensa_o_marina_2012,porc_pob_afiliada_pemex_defensa_o_marina_2013,porc_pob_afiliada_pemex_defensa_o_marina_2014,porc_pob_afiliada_pemex_defensa_o_marina_2015,porc_pob_afiliada_pemex_defensa_o_marina_2016,porc_pob_afiliada_pemex_defensa_o_marina_2017,porc_pob_afiliada_pemex_defensa_o_marina_2018,miles_perso_afiliadas_pemex_defensa_o_marina_2008,miles_perso_afiliadas_pemex_defensa_o_marina_2009,miles_perso_afiliadas_pemex_defensa_o_marina_2010,miles_perso_afiliadas_pemex_defensa_o_marina_2011,miles_perso_afiliadas_pemex_defensa_o_marina_2012,miles_perso_afiliadas_pemex_defensa_o_marina_2013,miles_perso_afiliadas_pemex_defensa_o_marina_2014,miles_perso_afiliadas_pemex_defensa_o_marina_2015,miles_perso_afiliadas_pemex_defensa_o_marina_2016,miles_perso_afiliadas_pemex_defensa_o_marina_2017,miles_perso_afiliadas_pemex_defensa_o_marina_2018,porc_pob_seguro_privado_gastos_med_2008,porc_pob_seguro_privado_gastos_med_2009,porc_pob_seguro_privado_gastos_med_2010,porc_pob_seguro_privado_gastos_med_2011,porc_pob_seguro_privado_gastos_med_2012,porc_pob_seguro_privado_gastos_med_2013,porc_pob_seguro_privado_gastos_med_2014,porc_pob_seguro_privado_gastos_med_2015,porc_pob_seguro_privado_gastos_med_2016,porc_pob_seguro_privado_gastos_med_2017,porc_pob_seguro_privado_gastos_med_2018,miles_perso_seguro_privado_gastos_med_2008,miles_perso_seguro_privado_gastos_med_2009,miles_perso_seguro_privado_gastos_med_2010,miles_perso_seguro_privado_gastos_med_2011,miles_perso_seguro_privado_gastos_med_2012,miles_perso_seguro_privado_gastos_med_2013,miles_perso_seguro_privado_gastos_med_2014,miles_perso_seguro_privado_gastos_med_2015,miles_perso_seguro_privado_gastos_med_2016,miles_perso_seguro_privado_gastos_med_2017,miles_perso_seguro_privado_gastos_med_2018,porc_pob_acces_servicios_med_seg_social_indirect_2008,porc_pob_acces_servicios_med_seg_social_indirect_2009,porc_pob_acces_servicios_med_seg_social_indirect_2010,porc_pob_acces_servicios_med_seg_social_indirect_2011,porc_pob_acces_servicios_med_seg_social_indirect_2012,porc_pob_acces_servicios_med_seg_social_indirect_2013,porc_pob_acces_servicios_med_seg_social_indirect_2014,porc_pob_acces_servicios_med_seg_social_indirect_2015,porc_pob_acces_servicios_med_seg_social_indirect_2016,porc_pob_acces_servicios_med_seg_social_indirect_2017,porc_pob_acces_servicios_med_seg_social_indirect_2018,miles_perso_acces_servicios_med_seg_social_indirect_2008,miles_perso_acces_servicios_med_seg_social_indirect_2009,miles_perso_acces_servicios_med_seg_social_indirect_2010,miles_perso_acces_servicios_med_seg_social_indirect_2011,miles_perso_acces_servicios_med_seg_social_indirect_2012,miles_perso_acces_servicios_med_seg_social_indirect_2013,miles_perso_acces_servicios_med_seg_social_indirect_2014,miles_perso_acces_servicios_med_seg_social_indirect_2015,miles_perso_acces_servicios_med_seg_social_indirect_2016,miles_perso_acces_servicios_med_seg_social_indirect_2017,miles_perso_acces_servicios_med_seg_social_indirect_2018,porc_pob_afiliada_inst_medica_dist_las_ant_2008,porc_pob_afiliada_inst_medica_dist_las_ant_2009,porc_pob_afiliada_inst_medica_dist_las_ant_2010,porc_pob_afiliada_inst_medica_dist_las_ant_2011,porc_pob_afiliada_inst_medica_dist_las_ant_2012,porc_pob_afiliada_inst_medica_dist_las_ant_2013,porc_pob_afiliada_inst_medica_dist_las_ant_2014,porc_pob_afiliada_inst_medica_dist_las_ant_2015,porc_pob_afiliada_inst_medica_dist_las_ant_2016,porc_pob_afiliada_inst_medica_dist_las_ant_2017,porc_pob_afiliada_inst_medica_dist_las_ant_2018,miles_perso_afiliadas_inst_medica_dist_las_ant_2008,miles_perso_afiliadas_inst_medica_dist_las_ant_2009,miles_perso_afiliadas_inst_medica_dist_las_ant_2010,miles_perso_afiliadas_inst_medica_dist_las_ant_2011,miles_perso_afiliadas_inst_medica_dist_las_ant_2012,miles_perso_afiliadas_inst_medica_dist_las_ant_2013,miles_perso_afiliadas_inst_medica_dist_las_ant_2014,miles_perso_afiliadas_inst_medica_dist_las_ant_2015,miles_perso_afiliadas_inst_medica_dist_las_ant_2016,miles_perso_afiliadas_inst_medica_dist_las_ant_2017,miles_perso_afiliadas_inst_medica_dist_las_ant_2018
19,Nuevo Leon,9.9,13.8,17.7,19.7,21.7,21.5,21.3,21.9,22.5,21.25,20.0,453.57,645.115,836.66,948.0550000000001,1059.45,1063.605,1067.76,1117.2849999999999,1166.81,1115.31,1063.81,53.5,54.55,55.6,56.45,57.3,59.349999999999994,61.4,60.65,59.9,61.45,63.0,2444.66,2537.3599999999997,2630.06,2711.49,2792.92,2938.7250000000004,3084.53,3092.37,3100.21,3226.275,3352.34,3.6,3.25,2.9,3.0999999999999996,3.3,2.9,2.5,2.7,2.9,2.9,2.9,163.24,149.53500000000003,135.83,148.48000000000002,161.13,142.37,123.61,137.575,151.54,152.855,154.17,0.8,1.15,1.5,1.3,1.1,1.15,1.2,1.05,0.9,1.15,1.4,36.44,53.955,71.47,63.64,55.81,58.125,60.44,53.435,46.43,59.575,72.72,0.5,0.5,0.5,0.45,0.4,0.30000000000000004,0.2,0.35,0.5,0.35,0.2,24.35,24.03,23.71,22.1,20.49,14.41,8.33,16.674999999999997,25.02,18.9,12.78,3.2,3.2,3.2,3.3,3.4,3.05,2.7,2.4000000000000004,2.1,2.0,1.9,146.72,149.25,151.78,159.19,166.6,150.84,135.08,122.58500000000001,110.09,106.39500000000001,102.7,3.8,3.8,3.8,3.3499999999999996,2.9,2.8,2.7,2.7,2.7,2.6,2.5,172.31,176.065,179.82,160.45499999999998,141.09,139.25,137.41,137.36,137.31,134.74,132.17,4.6,4.4,4.2,3.85,3.5,3.45,3.4,3.3499999999999996,3.3,2.8,2.3,208.92,204.39,199.86,186.29500000000002,172.73,171.245,169.76,169.875,169.99,144.93,119.87
20,Oaxaca,24.5,33.35,42.2,51.0,59.8,61.4,63.0,65.95,68.9,67.15,65.4,931.79,1284.025,1636.26,1992.6599999999999,2349.06,2430.5299999999997,2512.0,2650.115,2788.23,2730.995,2673.76,11.7,11.399999999999999,11.1,11.75,12.4,11.7,11.0,10.7,10.4,11.65,12.9,445.79,438.125,430.46,458.515,486.57,461.805,437.04,429.665,422.29,475.95000000000005,529.61,6.9,6.95,7.0,7.15,7.3,6.85,6.4,6.050000000000001,5.7,6.300000000000001,6.9,263.24,267.3,271.36,279.28,287.2,271.83,256.46,243.545,230.63,256.935,283.24,0.1,0.25,0.4,0.30000000000000004,0.2,0.30000000000000004,0.4,0.2,0.0,0.0,0.0,3.46,9.495000000000001,15.53,12.085,8.64,11.56,14.48,7.24,0.0,0.6,1.2,0.7,0.9,1.1,1.25,1.4,1.45,1.5,1.3,1.1,1.1,1.1,25.59,34.99,44.39,50.625,56.86,57.79,58.72,51.09,43.46,44.03,44.6,0.1,0.1,0.1,0.35,0.6,0.44999999999999996,0.3,0.25,0.2,0.2,0.2,2.74,2.9050000000000002,3.07,12.49,21.91,16.23,10.55,8.885,7.22,7.02,6.82,1.5,1.35,1.2,1.15,1.1,1.0,0.9,0.8,0.7,0.8,0.9,55.77,51.66,47.55,44.44,41.33,38.515,35.7,32.83,29.96,34.24,38.52,0.1,0.1,0.1,0.1,0.1,0.25,0.4,0.25,0.1,0.15000000000000002,0.2,4.87,3.84,2.81,3.425,4.04,10.71,17.38,10.62,3.86,5.135,6.41
21,Puebla,18.5,25.1,31.7,39.95,48.2,53.0,57.8,57.55,57.3,55.7,54.1,1063.9,1464.0300000000002,1864.16,2382.215,2900.27,3222.09,3543.91,3570.13,3596.35,3524.585,3452.82,18.2,20.299999999999997,22.4,20.7,19.0,18.75,18.5,19.9,21.3,21.55,21.8,1046.55,1183.15,1319.75,1231.375,1143.0,1137.955,1132.91,1233.37,1333.83,1362.0149999999999,1390.2,2.5,2.25,2.0,2.1,2.2,2.25,2.3,2.9,3.5,3.05,2.6,141.06,129.46,117.86,125.63499999999999,133.41,136.005,138.6,178.57,218.54,193.425,168.31,2.0,2.35,2.7,2.05,1.4,1.75,2.1,2.3,2.5,2.35,2.2,115.79,137.29,158.79,121.775,84.76,106.105,127.45,143.695,159.94,149.625,139.31,0.3,0.5,0.7,0.6,0.5,0.45,0.4,0.45,0.5,0.5,0.5,16.41,28.405,40.4,34.79,29.18,28.33,27.48,28.564999999999998,29.65,30.985,32.32,0.2,0.2,0.2,0.55,0.9,0.8,0.7,0.6499999999999999,0.6,0.4,0.2,10.88,11.93,12.98,32.650000000000006,52.32,48.42,44.52,40.475,36.43,23.81,11.19,1.8,1.65,1.5,1.55,1.6,1.6,1.6,1.7000000000000002,1.8,1.55,1.3,102.68,96.095,89.51,92.53999999999999,95.57,96.755,97.94,105.11500000000001,112.29,96.61000000000001,80.93,0.9,0.8500000000000001,0.8,0.6000000000000001,0.4,0.55,0.7,0.6499999999999999,0.6,0.4,0.2,52.93,48.67,44.41,34.41,24.41,34.885,45.36,42.92,40.48,27.265,14.05
22,Queretaro,24.4,30.75,37.1,40.35,43.6,43.35,43.1,43.400000000000006,43.7,43.6,43.5,435.28,560.9749999999999,686.67,760.995,835.32,843.395,851.47,871.765,892.06,902.355,912.65,41.0,38.7,36.4,37.849999999999994,39.3,40.15,41.0,43.5,46.0,45.6,45.2,731.65,702.665,673.68,713.675,753.67,781.95,810.23,875.185,940.14,944.98,949.82,4.8,4.4,4.0,4.1,4.2,4.2,4.2,4.15,4.1,3.9499999999999997,3.8,86.12,79.89500000000001,73.67,77.185,80.7,81.91,83.12,83.0,82.88,81.185,79.49,0.2,0.25,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.05,0.0,3.1,4.64,6.18,3.7199999999999998,1.26,1.2650000000000001,1.27,1.49,1.71,1.195,0.68,0.2,0.2,0.2,0.2,0.2,0.15000000000000002,0.1,0.15000000000000002,0.2,0.2,0.2,4.46,3.875,3.29,3.79,4.29,3.265,2.24,2.9000000000000004,3.56,4.35,5.14,1.0,0.9,0.8,1.05,1.3,1.3,1.3,1.2000000000000002,1.1,1.1,1.1,17.6,16.060000000000002,14.52,19.53,24.54,24.765,24.99,23.79,22.59,23.235,23.88,2.7,2.55,2.4,2.3499999999999996,2.3,2.3,2.3,2.0999999999999996,1.9,2.0999999999999996,2.3,47.48,45.629999999999995,43.78,43.71,43.64,44.845,46.05,42.834999999999994,39.62,43.55,47.48,0.5,0.55,0.6,0.5,0.4,0.55,0.7,1.0,1.3,1.05,0.8,8.56,10.14,11.72,9.39,7.06,10.0,12.94,20.12,27.3,21.77,16.24
23,Quintana Roo,15.3,21.35,27.4,31.5,35.6,36.0,36.4,36.7,37.0,37.15,37.3,194.83,283.795,372.76,444.985,517.21,539.185,561.16,582.77,604.38,623.29,642.2,37.0,38.55,40.1,39.1,38.1,39.25,40.4,40.95,41.5,42.7,43.9,470.07,508.02,545.97,549.6,553.23,588.13,623.03,650.01,676.99,716.89,756.79,7.6,7.4,7.2,7.4,7.6,7.4,7.2,7.300000000000001,7.4,6.65,5.9,97.17,97.45,97.73,104.32,110.91,111.32,111.73,116.07,120.41,111.3,102.19,0.5,0.3,0.1,0.1,0.1,0.1,0.1,0.05,0.0,0.0,0.0,6.17,3.76,1.35,1.185,1.02,0.905,0.79,0.61,0.43,0.27,0.11,0.9,0.7,0.5,0.55,0.6,0.7,0.8,0.6000000000000001,0.4,0.30000000000000004,0.2,11.18,9.165,7.15,7.930000000000001,8.71,10.855,13.0,9.56,6.12,4.87,3.62,0.8,1.05,1.3,1.0,0.7,0.7,0.7,0.9,1.1,0.8,0.5,10.0,13.98,17.96,13.715,9.47,10.504999999999999,11.54,14.615,17.69,13.24,8.79,4.3,3.8,3.3,2.8499999999999996,2.4,2.5999999999999996,2.8,3.0,3.2,3.05,2.9,55.01,50.31,45.61,40.485,35.36,38.965,42.57,47.235,51.9,50.565,49.23,0.2,0.15000000000000002,0.1,0.2,0.3,0.2,0.1,0.35,0.6,0.44999999999999996,0.3,2.63,2.255,1.88,3.11,4.34,2.935,1.53,5.5,9.47,7.23,4.99
24,San Luis Potosi,27.9,34.849999999999994,41.8,47.2,52.6,53.8,55.0,54.25,53.5,51.35,49.2,713.69,905.62,1097.55,1253.4650000000001,1409.38,1454.52,1499.66,1494.6950000000002,1489.73,1442.165,1394.6,29.2,31.9,34.6,32.7,30.8,31.35,31.9,33.3,34.7,36.400000000000006,38.1,748.17,828.4849999999999,908.8,867.525,826.25,847.425,868.6,917.76,966.92,1023.135,1079.35,6.1,6.449999999999999,6.8,5.949999999999999,5.1,5.3,5.5,5.95,6.4,5.7,5.0,156.29,167.20999999999998,178.13,157.05,135.97,142.6,149.23,163.32,177.41,159.95499999999998,142.5,0.1,0.1,0.1,0.1,0.1,0.05,0.0,0.1,0.2,0.2,0.2,3.39,3.425,3.46,2.415,1.37,0.685,0.0,2.235,4.47,4.6850000000000005,4.9,0.2,0.2,0.2,0.25,0.3,0.35,0.4,0.35,0.3,0.4,0.5,4.06,4.215,4.37,5.5600000000000005,6.75,8.42,10.09,9.105,8.12,11.204999999999998,14.29,0.6,1.05,1.5,1.15,0.8,0.8,0.8,0.75,0.7,0.8,0.9,15.96,28.105,40.25,30.689999999999998,21.13,21.46,21.79,20.384999999999998,18.98,21.53,24.08,2.0,1.95,1.9,1.7,1.5,1.5,1.5,1.55,1.6,1.4500000000000002,1.3,50.58,50.405,50.23,45.114999999999995,40.0,40.335,40.67,42.019999999999996,43.37,40.595,37.82,1.0,1.15,1.3,1.2000000000000002,1.1,0.9500000000000001,0.8,0.7,0.6,0.8,1.0,24.53,29.3,34.07,32.025,29.98,26.28,22.58,20.14,17.7,22.835,27.97
25,Sinaloa,22.8,26.75,30.7,35.0,39.3,39.15,39.0,38.5,38.0,35.95,33.9,637.23,757.2049999999999,877.18,1011.26,1145.34,1150.9299999999998,1156.52,1151.3899999999999,1146.26,1093.27,1040.28,37.7,39.85,42.0,42.15,42.3,42.349999999999994,42.4,45.05,47.7,48.85,50.0,1055.16,1127.49,1199.82,1214.935,1230.05,1243.83,1257.61,1349.085,1440.56,1486.71,1532.86,9.4,8.7,8.0,7.1,6.2,7.699999999999999,9.2,9.35,9.5,8.6,7.7,263.68,245.585,227.49,204.25,181.01,226.625,272.24,279.70500000000004,287.17,262.38,237.59,0.5,1.05,1.6,1.65,1.7,1.1,0.5,0.7,0.9,1.0,1.1,13.52,30.075,46.63,47.644999999999996,48.66,32.17,15.68,20.75,25.82,30.45,35.08,0.1,0.1,0.1,0.25,0.4,0.4,0.4,0.6000000000000001,0.8,0.65,0.5,3.14,3.6100000000000003,4.08,7.805,11.53,11.899999999999999,12.27,17.875,23.48,18.665,13.85,0.6,0.5,0.4,0.6000000000000001,0.8,0.8500000000000001,0.9,0.7,0.5,0.55,0.6,15.41,12.9,10.39,16.495,22.6,25.15,27.7,21.439999999999998,15.18,17.55,19.92,1.7,1.65,1.6,1.4500000000000002,1.3,1.5,1.7,1.5,1.3,1.4500000000000002,1.6,48.16,47.41,46.66,41.705,36.75,43.185,49.62,44.614999999999995,39.61,43.9,48.19,0.3,1.7000000000000002,3.1,1.6,0.1,0.30000000000000004,0.5,0.65,0.8,0.65,0.5,9.15,49.349999999999994,89.55,46.045,2.54,8.375,14.21,19.815,25.42,20.83,16.24
26,Sonora,14.7,18.35,22.0,27.1,32.2,31.900000000000002,31.6,32.1,32.6,32.05,31.5,389.85,495.28000000000003,600.71,755.1,909.49,912.975,916.46,945.01,973.56,968.4549999999999,963.35,46.9,45.9,44.9,44.25,43.6,46.150000000000006,48.7,48.2,47.7,50.55,53.4,1240.86,1233.02,1225.18,1226.91,1228.64,1320.545,1412.45,1417.505,1422.56,1529.28,1636.0,4.7,4.6,4.5,4.6,4.7,4.5,4.3,4.3,4.3,4.0,3.7,124.65,123.20500000000001,121.76,127.595,133.43,129.095,124.76,125.95500000000001,127.15,119.86500000000001,112.58,7.9,7.7,7.5,7.7,7.9,6.95,6.0,6.05,6.1,5.55,5.0,209.84,206.68,203.52,212.765,222.01,198.555,175.1,178.0,180.9,166.485,152.07,0.5,0.4,0.3,0.35,0.4,0.55,0.7,0.55,0.4,0.5,0.6,12.38,10.91,9.44,10.03,10.62,15.925,21.23,17.085,12.94,15.079999999999998,17.22,1.7,1.7999999999999998,1.9,2.0,2.1,2.2,2.3,2.05,1.8,1.5,1.2,45.2,48.27,51.34,54.6,57.86,62.96,68.06,61.18,54.3,44.86,35.42,2.9,3.3,3.7,3.3,2.9,2.7,2.5,2.55,2.6,2.25,1.9,76.03,87.86,99.69,90.895,82.1,76.68,71.26,73.91,76.56,67.465,58.37,1.0,0.8,0.6,0.44999999999999996,0.3,0.7,1.1,0.8,0.5,0.65,0.8,25.48,20.75,16.02,12.085,8.15,19.83,31.51,23.485,15.46,19.665,23.87
27,Tabasco,45.9,48.3,50.7,51.75,52.8,52.95,53.1,56.25,59.4,59.349999999999994,59.3,1013.87,1080.205,1146.54,1184.105,1221.67,1236.8600000000001,1252.05,1343.115,1434.18,1446.33,1458.48,13.7,14.85,16.0,16.5,17.0,17.45,17.9,18.6,19.3,19.9,20.5,302.04,331.74,361.44,376.88,392.32,406.9,421.48,443.53,465.58,484.82,504.06,3.0,3.1,3.2,3.25,3.3,3.65,4.0,3.5,3.0,3.0,3.0,65.26,68.5,71.74,73.79499999999999,75.85,85.54499999999999,95.24,84.07,72.9,73.91,74.92,5.5,5.85,6.2,6.4,6.6,4.699999999999999,2.8,4.55,6.3,5.75,5.2,120.66,130.47,140.28,146.64499999999998,153.01,109.32,65.63,108.94,152.25,139.77,127.29,3.5,3.5,3.5,4.25,5.0,4.75,4.5,3.7,2.9,3.3,3.7,77.66,77.91,78.16,96.85,115.54,111.09,106.64,88.685,70.73,81.295,91.86,0.2,0.25,0.3,0.4,0.5,0.55,0.6,0.44999999999999996,0.3,0.35,0.4,3.34,4.915,6.49,9.245000000000001,12.0,13.434999999999999,14.87,10.959999999999999,7.05,8.68,10.31,1.7,1.7,1.7,1.85,2.0,2.05,2.1,1.75,1.4,1.45,1.5,37.76,38.295,38.83,42.455,46.08,47.745,49.41,41.185,32.96,35.445,37.93,1.4,0.8999999999999999,0.4,0.45,0.5,2.35,4.2,2.8,1.4,0.8999999999999999,0.4,31.37,20.12,8.87,10.19,11.51,55.404999999999994,99.3,66.27,33.24,22.1,10.96
28,Tamaulipas,23.3,25.65,28.0,33.45,38.9,37.349999999999994,35.8,35.55,35.3,34.15,33.0,756.02,845.49,934.96,1134.955,1334.95,1296.02,1257.09,1263.895,1270.7,1241.12,1211.54,37.6,39.0,40.4,39.0,37.6,40.900000000000006,44.2,45.3,46.4,46.4,46.4,1220.99,1285.13,1349.27,1319.23,1289.19,1419.95,1550.71,1609.12,1667.53,1685.9650000000001,1704.4,6.1,6.199999999999999,6.3,6.55,6.8,6.85,6.9,6.65,6.4,6.300000000000001,6.2,197.27,204.655,212.04,223.39999999999998,234.76,238.64,242.52,236.15,229.78,228.905,228.03,0.1,0.1,0.1,0.1,0.1,0.05,0.0,0.65,1.3,1.6,1.9,3.8,2.77,1.74,2.515,3.29,1.645,0.0,24.265,48.53,60.055,71.58,4.6,4.55,4.5,4.65,4.8,3.75,2.7,2.0,1.3,1.75,2.2,150.82,150.69,150.56,157.43,164.3,128.645,92.99,70.255,47.52,63.730000000000004,79.94,0.6,0.6,0.6,0.55,0.5,0.75,1.0,0.95,0.9,0.75,0.6,18.95,18.740000000000002,18.53,18.275,18.02,25.994999999999997,33.97,32.53,31.09,26.225,21.36,2.7,2.5,2.3,2.0999999999999996,1.9,2.0,2.1,2.25,2.4,2.2,2.0,88.6,82.53,76.46,69.96,63.46,67.77,72.08,78.88499999999999,85.69,78.66499999999999,71.64,2.4,2.4,2.4,2.1,1.8,1.6,1.4,1.2999999999999998,1.2,0.8999999999999999,0.6,77.17,78.61,80.05,70.825,61.6,55.535,49.47,46.504999999999995,43.54,32.465,21.39
29,Tlaxcala,25.8,32.35,38.9,44.9,50.9,55.7,60.5,63.3,66.1,62.25,58.4,297.29,380.745,464.2,545.22,626.24,695.49,764.74,811.995,859.25,819.6700000000001,780.09,20.5,21.1,21.7,21.549999999999997,21.4,21.7,22.0,24.05,26.1,27.5,28.9,236.47,247.5,258.53,261.09,263.65,271.125,278.6,309.23,339.86,362.615,385.37,5.8,6.5,7.2,6.75,6.3,5.8,5.3,5.55,5.8,5.4,5.0,67.34,76.43,85.52,81.675,77.83,72.685,67.54,71.315,75.09,71.17500000000001,67.26,0.3,0.2,0.1,0.25,0.4,0.25,0.1,0.15000000000000002,0.2,0.30000000000000004,0.4,3.18,1.9200000000000002,0.66,2.485,4.31,2.8249999999999997,1.34,1.69,2.04,3.44,4.84,0.9,0.6,0.3,0.35,0.4,0.45,0.5,0.35,0.2,0.4,0.6,10.39,7.1000000000000005,3.81,4.19,4.57,5.76,6.95,4.985,3.02,5.4399999999999995,7.86,0.1,0.15000000000000002,0.2,0.25,0.3,0.3,0.3,0.25,0.2,0.25,0.3,1.08,1.885,2.69,2.985,3.28,3.36,3.44,2.88,2.32,2.98,3.64,2.2,1.9500000000000002,1.7,1.65,1.6,1.3,1.0,0.95,0.9,0.8500000000000001,0.8,24.94,22.505000000000003,20.07,19.61,19.15,16.165,13.18,12.645,12.11,11.54,10.97,0.4,0.45,0.5,0.65,0.8,0.9,1.0,0.7,0.4,0.55,0.7,4.5,5.38,6.26,8.184999999999999,10.11,11.545,12.98,9.235,5.49,7.74,9.99
30,Veracruz,25.4,30.099999999999998,34.8,40.25,45.7,48.05,50.4,51.9,53.4,53.15,52.9,1923.33,2305.98,2688.63,3140.1000000000004,3591.57,3809.735,4027.9,4182.175,4336.45,4345.110000000001,4353.77,24.0,23.6,23.2,24.1,25.0,24.65,24.3,23.200000000000003,22.1,24.4,26.7,1820.87,1806.4299999999998,1791.99,1878.8899999999999,1965.79,1955.3899999999999,1944.99,1871.9650000000001,1798.94,1999.865,2200.79,3.1,3.2,3.3,3.8,4.3,3.65,3.0,3.85,4.7,4.45,4.2,233.27,244.85000000000002,256.43,299.08500000000004,341.74,291.16,240.58,309.595,378.61,360.295,341.98,0.1,0.25,0.4,0.30000000000000004,0.2,0.15000000000000002,0.1,0.05,0.0,0.05,0.1,4.98,16.134999999999998,27.29,23.43,19.57,13.465,7.36,3.68,0.0,3.08,6.16,3.5,3.85,4.2,3.4000000000000004,2.6,3.0,3.4,3.25,3.1,2.8,2.5,267.36,296.99,326.62,264.795,202.97,238.125,273.28,264.49,255.7,232.74,209.78,0.4,0.25,0.1,0.30000000000000004,0.5,0.45,0.4,0.30000000000000004,0.2,0.15000000000000002,0.1,28.75,19.81,10.87,23.72,36.57,33.61,30.65,24.384999999999998,18.12,15.105,12.09,1.6,1.65,1.7,1.45,1.2,1.2999999999999998,1.4,1.35,1.3,1.1,0.9,123.74,128.81,133.88,114.04499999999999,94.21,101.83,109.45,106.91,104.37,89.94,75.51,0.1,0.35,0.6,0.35,0.1,0.15000000000000002,0.2,0.2,0.2,0.4,0.6,10.6,29.585,48.57,29.315,10.06,11.055,12.05,14.805,17.56,31.905,46.25
